label,message
0,aight ill grab something eat text youre back mu
0,phone
0,im going buy mum present ar
0,ducking chinchilla
0,call ure done
0,remember
0,know result
0,left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc ltgt
0,remet alex nichols middle school turn he dealing
0,yup giving problem mayb ill jus leave
0,derp worse dude always want party dude file complaint three drug abuser life
0,remind hr
0,im already back home probably
0,mark taking forever pick prescription pain coming back
0,nobody name penis girl name story doesnt add
1,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music
0,table occupied im waiting tree
1,urgent trying contact last weekend draw show £ prize guaranteed call claim code k valid hour
1,guaranteed £ cash £ prize claim yr prize call customer service representative ampm
0,lmao take pic send
0,ok ur typical reply
0,sorry uncle ill keep touch
1,someone u know asked dating service contact cant guess call revealed po box wu
0,oh icic k lor den meet day
1,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd
0,oh ic thought meant mary jane
0,great attracts brothas
0,going sleep tired travel
0,thats ok popped ask bout something said youd around tonght wen girl come
0,dropped em omw back
0,got call landline number asked come anna nagar go afternoon
1,well done costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins
0,babe lost
0,cant think anyone spare room top head
0,okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah
0,lol would despite cramp like girl
0,ok lor go tog lor
0,ü go home liao ask dad pick
0,shall bring u bottle wine keep u amused joking i‘ll bring one anyway
0,yes obviously eggspert potato head… speak soon
0,hope great new semester wish best made greatness
0,ya ok dinner
0,fucking chickened messaged would late woould buzz didnt hear word
0,hey free call
0,performance award calculated every two monthnot current one month period
0,u reckon need arrange transport u cant thanks
0,oh oh den muz change plan liao go back yan jiu
0,wat time ü wan today
1,urgent mobile awarded £ bonus caller prize final try contact u call landline boxwrc ppm
0,k k watch film
0,u hav frnd name ashwini ur college
0,told number gautham
0,im gloucesterroad uup later
0,hey kate hope ur ok give u buz wedlunch go outsomewhere adrink towncud go watershd bit ppl fromwrk bthere love petexxx
0,bad girl still remember
0,u still going mall
0,kallis dismissial nd test
1,rgent nd attempt contact uu £ call b tcsbcmwcnxx callcost ppm mobilesvary max£
0,site simulate test give tough question test readiness
0,sorry flaked last night shit seriously goin roommate tonight
0,yeah right ill bring tape measure fri
0,wat time liao still got
0,great comedycant stop laughing da
0,sorry completely forgot pop em round week still
0,tiwary rcbbattle bang kochi
0,dont know oh
0,alright ill head minute text meet
0,mmmm cant wait lick
0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good
1,mobile number £ claim call u back ring claim hot line
0,sent lanre fakeyes eckankar detail mail box
0,hey want crave miss need love ahmad saeed al hallaq
0,ok called mom instead fun
0,sorry earlier putting firesare around talk actually life lol
0,arm fine hows cardiff uni
1,lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap
0,waiting call sir
0,good afternoon starshine hows boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss
0,aight im chillin friend room text youre way
0,ok sweet dream
0,got another job one hospital data analysis something start monday sure thesis got finished
0,he really skateboarding despite fact get thrown wind bandage shit arm every five minute
0,ok shell ok guess
0,stomach thru much trauma swear cant eat better lose weight
0,made day great day
1,ur ringtone service changed free credit go clubmobilescom choose content stop txt club stop pwk club po box mk wt
0,mag meeting avo point
0,didnt search online let know
1,dating service call boxskch
0,hey thk juz go accordin wat discussed yest lor except kb sun co there nt much lesson go attend kb sat
1,urgent urgent free flight europe give away call b th sept take friend free call claim bannfwflyppm
0,fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like hit
0,yeah got list u joanna im feeling really anti social
0,time u get
0,dunno u ask
0,dont look back building coat dont want get sick hurry home wear coat gym
0,havent mu ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap
0,r giving second chance rahul dengra
0,able anything
0,aint answerin phone actually pretty reasonable hour im sleepy
0,cant right second gotta hit people first
1,adult content video shortly
0,way transport less problematic sat night way u want ask n join bday feel free need know definite no booking fri
0,hmmm imagine youve come home rub foot make dinner help get ready date sure ready kind life
0,th gower mate r u man good wale ill b back morrow c u wk msg  random
1,congratulation week competition draw u £ prize claim call b tcsstop sm ppm
0,asked sen come chennai search job
0,thanks da thangam feel happy dear also miss da
0,challenge know
0,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx
0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
1,free message activate free text message replying message word free term condition visit wwwcom
0,better bb wont use wife doctor
1,dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy
0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
0,u dun say early hor u c already say
0,tunji hows queen wishing great day abiola
0,haha thinkin
0,went ur hon lab one
0,mum repent
0,long quit get like minute day
0,good afternoon sexy bun go job search wake first thought always love wish fine happy know adore
0,morning ok
1,dear voucher holder claim week offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop text txt stop
0,yar lor keep raining non stop u wan go elsewhere
0,er enjoyin indian moyep sall good hehe hows bout u shexy pete xx
0,liked new house
0,photoshop make computer shut
0,want send virtual hug need one
0,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly
1,free tarot text find love life try free text chance free msg £
0,okay lor wah like def wont let u go haha say term condition
0,aww must nearly deadwell jez iscoming todo workand whilltake forever
0,thank generally date brothas
0,even brother like speak treat like aid patent
0,dunno lei ü decide lor abt leona oops tot ben going n msg
0,driving training
0,fuck babe happened come never came back
0,sorry guess whenever get hold connection maybe hour two ill text
0,die want u stuff
0,said anything wrong sorry de
0,ill text carlos let know hang
0,youre right think
0,thought bout drink tap spile seven pub gas st broad st canal ok
0,exhausted train morning much wine pie sleep well
0,cab availablethey pick drop door step
0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
0,lol well dont without could big sale together
0,every mondaynxt week vl completing
0,surly ill give coming review
0,rofl betta invest anti aging product
0,im lip synced shangela
0,sday joinedso training started today
1,urgent please call landline £ cash holiday await collection c sae po box mxy
0,many day since
0,ok ill send ltdecimalgt ok
0,yes princess toledo
1,private account statement
0,hello darlin ive finished college txt u finish u love kate xxx
0,well obviously people cool college life went home
1,£ winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe
1,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
0,ill late
0,doesnt g class early tomorrow thus shouldnt trying smoke ltgt
0,ok take ur time n enjoy ur dinner
0,tomarrow final hearing laptop case cant
0,hmm shall bring bottle wine keep u amused joking ill still bring bottle red white see tomorrow
0,noe la u wana pei bf oso rite k lor day den
0,avatar supposed subtoitles
0,gift trying get throw cliff something
0,time fix spelling sometimes get completely diff word go figure
0,yo way could pick something tonight
0,oh thats late well good night give u call tomorrow iam going go sleep night night
0,ill probably tomorrow even later tonight somethings going
0,come mu sorting narcotic situation
0,work going min
0,oh right ok ill make sure load work day got really nasty cough today dry n shot really help
0,seems unnecessarily affectionate
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
0,im ok wif co like try new thing scared u dun like mah co u said loud
0,playin space poker u
0,yes nigh cant aha
0,hi babe thanks coming even though didnt go welli wanted bed hope see soon love kiss xxx
0,havent add ü yet right
0,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lesson den
0,oh phone phoned disconnected
1,thanks ringtone order reference number xyour mobile charged tone arrive please call customer service
0,waiti come ltgt min
1,ur awarded city break could win £ summer shopping spree every wk txt store skilgmetscswinawkage£perwksub
0,think chennai well settled
0,ask around there lot term mids
0,got seventeen pound seven hundred ml – hope ok
0,k happen tonight
0,wn u r hurt prsn close u fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud eveb
0,fyi im taking quick shower epsilon like ltgt min
0,u dont remember old commercial
0,carlos took leave minute
0,oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rent
0,ok watching tv
0,good evening roger
0,lil fever fine
0,know grumpy old people mom like better lying always one play joke
0,making dinner
0,god blessget good sleep deari pray
1,camera awarded sipix digital camera call fromm landline delivery within day
0,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl
0,see requirement please
0,u drive lor
0,ok dear call chechi
0,sound great home
0,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
0,bold ltgt
0,yagoing restaurant
1,urgent nd attempt contact uu £call b tcsbcmwcnxxcallcostppmmobilesvary max£
0,babe im answering cant see maybe youd better reboot ym got photo great
0,guess pub im im happy pig clover whatever saying
0,dont make ne plan nxt wknd coz want u come ok
1,free msgwe billed mobile number mistake shortcode please call charge refundedthis call free bt landline
0,ya ok vikky vl c witin ltgt min il reply u
0,home always chat
0,valentine game send dis msg ur friend answer r someone really love u ques colour suit best
0,crucify c told earlier
0,aathiwhere dear
0,ü ready call
0,got look scrumptious daddy want eat night long
0,havent got da topic yet rite
0,make cry stuff happens top everything else push edge dont underdtand often cry sorry sorry life
0,n funny
0,wanna watch movie
0,want bold bb torch
1,nd time tried contact u u £ prize claim easy call p per minute btnationalrate
0,jus reached home go bathe first si using net tell u finish k
1,one registered subscriber u enter draw gb gift voucher replying enter unsubscribe text stop
0,hi home calicut
0,im nt goin got somethin unless meetin dinner lor haha wonder go ti time
1,ur cashbalance currently pound maximize ur cashin send go pmsg cc hgsuitelands rowwjhl
1,freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd p per msg reply stop end
0,sleepingand surfing
0,dont run away frm u walk slowly amp kill u dont care enough stop
0,hi im relaxing time ever get every day party good night get home tomorrow ish
0,theyre lot place hospital medical place safe
0,thats haf combine n c lor
0,ok
0,aiyah e rain like quite big leh drizzling least run home
0,well boy glad g wasted night applebees nothing
0,ill hand phone chat wit u
0,anything
0,want send something sell fast ltgt k easy money
0,misplaced number sending text old number wondering ive heard year best mcat got number atlanta friend
0,need strong arm
0,moji informed saved life thanks
0,usf guess might well take car
0,yo guy ever figure much need alcohol jay trying figure much safely spend weed
0,hey pay salary de ltgt
0,lol ok didnt remember til last nite
0,hopeing wasn‘t pissed remember gone sister something
0,thank princess want see nice juicy booty
0,machan go gym tomorrow wil come late goodnight
0,congrats treat pendingi mail dayswill mail thrurespect mother homecheck mail
0,willing go apps class
0,gd got free ice cream oso wan
1,want new video phone anytime network min text five pound per week call reply delivery tomorrow
0,wylie tampa sarasota
0,many company tell language
0,go chase run shes crossing street
0,feel like dick keep sleeping text facebook message sup town
0,picking various point
0,aiyo u poor thing u dun wan eat u bathe already
0,fine miss much
0,tell pa pain de
0,tyler getting th leave long get like hour
1,ever notice youre driving anyone going slower idiot everyone driving faster maniac
0,trust even isnt
0,got meh
0,ok im gonna head usf like fifteen minute
0,haha sound crazy dunno tahan anot
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rate new zealand
0,sfirst timedhoni rock
0,try something dear read something exam
1,freemsg hey im buffy love satisfy men home alone feeling randy reply c pix qlynnbv helpp msg send stop stop txts
0,shhhhh nobody supposed know
0,ok good later come find ü c lucky told ü go earlier later pple take finish ü
1,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight penny
0,today going college able atten class
0,gonna ask lol think
0,ok lar u sleep early nite
1,free polyphonic ringtone text super get free poly tone week sn pobox nr z subscription pw
0,marrow wed ltgt aha
0,ill let know kick
0,great escape fancy bridge need lager see tomo
0,okay lor still let u go ah coz know later drop card box right
0,love holiday monday feeling even go dentist hour
0,white fudge oreo store
0,buy one egg daplease
1,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
1,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call
0,nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
0,really good see day dudette missing
0,langport sorry ill probably bed pm suck ill xmas gosri lanka
0,went attend another two round todaybut still didt reach home
0,im reaching home min
0,sorry de went shop
0,many people seems special first sight remain special till last sight maintain till life end take cr da
0,ill b going sch mon si need take smth
0,hope youre much fun without see u tomorrow love jess x
0,armand say get as epsilon
0,guess want alone time could show watch
0,want finally lunch today
0,poking man everyday teach canada abi saying hi
0,mind blastin tsunami occur rajnikant stopped swimming indian oceand
0,wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened
0,tagged friend seemed count friend
0,i‘m parked next mini coming today think
0,ok ill right later
1,donate £ unicef asian tsunami disaster support fund texting donate £ added next bill
0,would smoking help u work difficult time
0,wake long ago already dunno thing
0,emigrated something ok maybe bit hopeful
0,im glad following dream
0,see thought
0,mathews tait edward anderson
0,whats ur pin
0,okay wait ah
0,go jurong point crazy available bugis n great world la e buffet cine got amore wat
0,dunno close oredi ü v fan
0,r e meeting tmr
0,im reaching another stop
0,gas station like block away house youll drive right since armenia end swann take howard
0,oz guy kinda flaky one friend interested picking ltgt worth tonight possible
0,noe ü specify da domain nusstu ü still sch
0,love give massage use lot baby oil fave position
0,ok ill tell company
0,mum ive sent many many message since got want know actually getting enjoy rest day
0,whatever im pretty pissed
0,online transaction
0,late said website didnt dont slipper
0,dizzamn aight ill ask suitemates get back
1,private account statement show unredeemed bonus point claim call identifier code expires
0,haha figure well found piece priscillas bowl
0,poyyarikaturkolathupalayamunjalur posterode dis ltgt
1,free st week entry textpod chance win gb ipod £ cash every wk txt vpod tscs wwwtextpodnet custcare
0,wondar full flim
0,sorryin meeting ill call later
0,cool text youre ready
0,trying find chinese food place around
1,urgent trying contact u today draw show £ prize guaranteed call land line claim j po boxcpm
0,thank princess sexy
0,make squeezed ltgt buck dad
0,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions
0,haha kidding papa need drug
0,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow
0,broke list reason nobody town cant tell shes sarcastic faggy
0,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home
0,cutest girl world
0,day asked anand number
1,ur cashbalance currently pound maximize ur cashin send collect pmsg cc po box tcrw
0,pls give prometazine syrup ml ltgt min later feed
0,another month need chocolate weed alcohol
0,dont know support as srt thnk think p play usb
0,k give sec breaking ltgt cstore
0,length e e top shorter n got fringe thk im going liao lazy dun wan distract u also
0,christmas occasion celebrated reflection ur value desire affectionsamp tradition ideal christmas
0,met stranger choose friend long world stand friendship never end let friend forever gud nitz
0,directly behind abt row behind ü
0,blanket sufficient thx
0,hi peteynoim ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit j love ya amx
0,ü mean confirmed tot juz say oni ok
0,hey iouri gave number im wylie ryans friend
0,dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard
0,cant make tonight
0,reach ten morning
0,monthly amount terrible pay anything till month finishing school
0,make lasagna vodka
0,want go
0,let go bill miller
0,u awake snow
0,love cuddle want hold strong arm right
0,drop tank
0,hicts employee
0,lol know theyre dramatic school already closed tomorrow apparently cant drive inch snow supposed get
0,yoyyooo u know change permission drive mac usb flash drive
1,dear voucher holder claim week offer pc please go httpwwwwtlpcouktext tscs apply
0,dint come u
0,doesnt need test
0,perhaps much easy give account identification tomorrow uni
0,sary need tim bollox hurt lot tol
0,keng rocking ash
0,oh kim watching
0,haha yeah see sec
0,dude whats teresa hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading plus really really bam first aid usmle work done
0,isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espell cared missed amp irritated u wrd dearloving frnds wthout u cant live jst takecare goodmorning
0,great getting worried know wonderful caring person like best life know u r wonderful god love
0,bookedthe hut also time way
0,ard lor
0,yesgauti sehwag odi series
0,ill reach ard min ok
0,cps causing outage conserve energy
1,jamster get free wallpaper text heart tc apply need help call
0,boy sweet word left morning sigh go day love start studying
1,sexy single waiting text age followed gender wither f egf gay men text age followed g egg
0,day class class
0,oh sorry please
0,dear call
1,forwarded free entry £ weekly comp send word enter tc wwwtextcompcom
0,sent email – address incomm right
0,much getting
0,best watch say cause get drunk motherfucker
0,oh gei happend tron maybe ill dl
1,hard live chat pmin choose girl connect live call cheap chat uk biggest live service vu bcmwcnxx
0,ran younger man make pretty baby together
1,freemsg claim ur sm messagestext ok nowuse webmobile ur mate etc join txtcom pwk tc box lawu remove txtx stop
0,wasnt enough trouble sleeping
0,ard like dat lor
0,one talking
0,love start attractioni feel need every time around meshe first thing come thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest thing herlove dont proove anyone girl beautiful lady whole planeti always singing praise herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later
0,actually mobile full msg work online need send ltgt sent msg wil explain u later
0,desire u going doctor liver get bit stylish get ur hair managed thats
1,married local woman looking discreet action real match instantly phone text match msg cost p stop txt stop bcmsfwcnxx
1,ripped get mobile content wwwclubmobycom call polytruepixringtonesgames six downloads
0,beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning
0,great shoot big load get ready
0,neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt
0,ill get tomorrow send
0,sure yet still trying get hold
0,enufcredeit tocallshall ileave uni get bus yor house
0,hey dont forget mine possession property mmm childish smile
0,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad
0,sir waiting letter
0,usually take fifteen fucking minute respond yes question
0,oh ok wats ur email
0,u ever get song stuck head reason wont go away til u listen like time
0,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversation usget convinced timeyour family many sensesrespect overemphasiseor u role life
0,outside office take
0,happen dear tell
0,asked call ok
0,got fujitsu ibm hp toshiba got lot model say
0,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u
0,oh yes ive little weather ive kind coccooning home
0,guy asking get slipper gone last year
0,hey whats charles sorry late reply
0,hard believe thing like say lie think twice saying anything
0,u sleeping going take haha got spy wat online checking n replying mail lor
0,alright new goal
0,okay going sleep later
0,jokin oni lar ü busy wun disturb ü
0,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor
1,cash prize claim call tc rstm sw s ppm
0,prof passed paper sem congrats student enna kalaachutaarama prof gud mrng
0,ü predict wat time üll finish buying
0,know hook mean right
0,oh ho first time u use type word
0,future planned tomorrow result today best present enjoy future
0,see letter b car
0,please come imin towndontmatter urgoin outlrjust reallyneed docdplease dontplease dontignore mycallsu thecd isvimportant tome moro
0,excellent ill see riley plan
1,urgent call landline complimentary tenerife holiday £ cash await collection sae tc box hp yf ppm
0,pls clarify back open return ticket preponed go back kerala
0,basket gettin full might tonight
0,probably couple hour top
1,new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddycom txt one name rpl stop cnl
0,eh u remember spell name yes v naughty make v wet
0,ive trying reach without success
0,youll never believe actually got taunton wow
0,alex say he ok ok
1,santa calling would little one like call santa xmas eve call book time
1,final chance claim ur £ worth discount voucher today text yes savamob member offer mobile c savamob pobox muz £ sub
0,see
1,pdatenow double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl
0,pathaya enketa maraikara pa
1,send logo ur lover name joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p
1,get brand new mobile phone agent mob plus load goody info text mat
0,im sure still available though
0,aight yo dat straight dogg
0,big difference ltgt versus ltgt every ltgt hr
0,ask g iouri ive told story like ten time already
0,finished work yet something
1,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptxt
1,today vodafone number ending last four digit selected received £ award number match please call claim £ award
0,ok cool see ya
0,mm asked call radio
0,da vijay going talk jaya tv
0,well im glad didnt find totally disagreeable lol
0,ya srsly better yi tho
0,ugh gotta drive back sd la butt sore
0,good well find way
0,u switch fone dammit
0,great office today
0,wow never realized embarassed accomodations thought liked since best could always seemed happy cave im sorry didnt dont give im sorry offered im sorry room embarassing
1,message brought gmw ltd connected
0,nobut heard abt tat
0,piss talking someone realise u point itnow read backwards
0,hey company elama po mudyadhu
0,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
0,bring got
0,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat
0,course dont tease know simply must see grin keep posted prey loving smile devouring kiss
0,seen who back holby
0,hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss
0,aight time want come
0,wake gt
0,mostly sport typelyk footblcrckt
0,got lot hair dresser fr china
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
0,stop wondering wow ever going stop tming tm whenever want mine laugh
0,love isnt decision feeling could decide love life would much simpler less magical
0,also wheres piece
1,urgent please call abta complimentary spanish holiday £ cash await collection sae tc box po ez ppm
0,shes borderline yeah whatever
0,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday
0,tell happen dont behave like ok need say
0,yeah lol luckily didnt starring role like
0,tired special
1,shop till u drop either k k £ cash £ travel voucher call ntt po box crbt fixedline cost ppm mobile vary
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h
1,urgent mobile xxx £ bonus caller prize nd attempt reach call asap boxnqp ppm
0,co daddy arranging time c wat time fetch ü mah
0,lol yeah point guess
0,dont make life stressfull always find time laugh may add year life surely add life ur year gud niswt dream
0,rose need water season need change poet need imaginationmy phone need ur sm need ur lovely frndship forever
0,draw vai dont think
0,sorry ill call later ok bye
0,jus hope true missin co im really missin havent done anything feel guilty yet
0,dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt r il getiing ltgt rsi draw acc wen ltgt r
0,later guess needa mcat study
0,ok tell half hr b u come need prepare
0,hope ur head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like
1,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls£minmobsmore lkpoboxhpfl
0,ok da already planned wil pick
0,dont worry easy ingredient
0,sorry ill call later meeting sir
0,looking forward sex cuddling two sleep
0,pizza u want
0,k still loving
0,nobody decide eat dad want chinese
0,lol made plan new year
0,thing r good thanx got exam march ive done revision fran still boyf ive gotta interviw exeter bit worriedx
0,dont want hear anything
0,really dun bluff leh u sleep early nite
0,excellent ready moan scream ecstasy
0,im cool ta luv vtired cause doin load planning wk got social service inspection nursery take care spk sn x
0,wondarfull song
0,think steyn surely get one wicket
0,ure welcome caught u using broken english
0,searching good dual sim mobile pa
0,well medical mission nigeria
0,getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry
1,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage
0,k youre sure dont consent form v
0,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor
0,im really still tonight babe
0,watch lor saw swatch one thk quite ok ard need nd opinion leh
0,didnt holla
0,pandy joined w technology todayhe got job
0,hey ive booked pilate yoga lesson already haha
0,wet right
0,unni thank dear rechargerakhesh
0,sindu got job birla soft
0,like hotel dusk game think solve puzzle area thing
1,customer service announcement recently tried make delivery unable please call reschedule ref
1,fancy shag dointerested sextextukcom txt xxuk suzy txts cost per msg tncs website x
0,ü wan go c doctor
0,hello hun ru way im good date guy met walkabout far meet soon hows everyone else
0,great
0,got called tool
0,place ur point e culture module already
0,really dude friend im afraid
0,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss
0,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
0,good night going sleep
0,guy close
0,mmm thats better got roast id b better drink good indian
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn
0,come room cannot come house co house still messy haha
0,cant wait cornwall hope tonight isnt bad well its rock night shite anyway im going kip good night speak soon
1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend ptone reply hl info
0,call
0,im home love still awake loving kiss
0,u wana see
1,want explicit sex sec ring cost pmin gsex pobox wcn xx
0,seeing
0,funny fact nobody teach volcano erupt tsunami arise hurricane sway aroundn teach hw choose wife natural disaster happens
0,havent shopping lor juz arrive
0,eh ur laptop got stock lei say mon muz come take look c got
0,lol would awesome payback
0,since side fever vomitin
0,bus leaf ltgt
0,u gd lor go shopping got stuff u wan watch infernal affair come lar
0,parent kidz friend n colleague screaming surprise waiting sofa naked
0,ok found dis pierre cardin one look normal cost sale
0,excellent spent ltgt year air force iraq afghanistan stable honest like traveling
0,told accenture confirm true
0,wishing beautiful day moment revealing even thing keep smiling enjoy
0,ceri u rebel sweet dreamz little buddy c ya moro need bloke
0,sorry im stil fucked last nite went tobed got work
0,kate jackson rec center ish right
0,consider wall bunker shit important never play peaceful guess place high enough dont matter
1,account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires
0,anyway dont think secure anything lemme know want drive south chill
0,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
0,got xmas radio time get
0,call meet
0,change fb jaykwon thuglyfe falconerf
0,ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday
0,ü v fan
0,im workin get job
0,ya cant display internal sub gotta extract
0,still working time also tried adding zero saving checking ltgt
0,got back dislike bed
0,eek thats lot time especially since american pie like minute long cant stop singing
0,university southern california
1,wont believe true incredible txts reply g learn truly amazing thing blow mind ofwd ptxt
0,dnt wnt tlk wid u
1,ou guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
0,dare stupid wont tell anything hear wont talk
0,always chat fact need money raise
0,ok way railway
0,guy leaving
0,dude im longer pisces im aquarius
0,lovely night xxx
0,notice like looking shit mirror youre turning right freak
0,awesome think get th usf time tonight
0,boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care illspeak u soonlots loveme xxxx
0,mm kanji dont eat anything heavy ok
0,worse us half way stop better complete
0,food
0,thats trouble class go well youre due dodgey one … expecting mine tomo see recovery time place
0,hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement acc
1,registered optin subscriber ur draw £ gift voucher entered receipt correct an whats bbc chart
1,ur tonexs subscription renewed charged £ choose polys month wwwclubzedcouk billing msg
0,bring home wendy
0,somebody go andros steal ice
0,slept timeyou
0,go home first lar ü wait lor put stuff first
0,garbage bag egg jam bread hannaford wheat chex
0,wont anything de
0,number sir
1,ur balance £ ur next question sang uptown girl answer txt ur answer good luck
1,smsservices yourinclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
0,many dependent
1,guaranteed latest nokia phone gb ipod mp player £ prize txt wordcollect tcllc nyusa pmt msgrcvd
1,back work morro half term u c nite sexy passion b go back chat luv dena call £minmobsmorelkpoboxhpfl
0,lovely smell bus aint tobacco
0,thought praps meant another one goodo ill look tomorrow
0,there ring come guy costume gift future yowifes hint hint
1,urgent please call landline abta complimentary tenerife holiday cash await collection sae tc box cwwx ppm
0,say ltgt year old man money im last ltgt still waiting check
0,alright im outhave good night
0,u definitely need module e humanity dis sem izzit u wan take module st
0,yup shd haf ard page add figure ü got many page
0,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheer
0,also tell said happy birthday
1,urgent please call landline abta complimentary tenerife holiday £ cash await collection sae tc box cwwx ppm
0,r u meeting da ge nite tmr
1,buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase
1,people dogging area call join like minded guy arrange there evening a£ minapn lsbb
0,also cbe pay
0,gram usually run like ltgt half eighth smarter though get almost whole second gram ltgt
0,sweet may may go u meet carlos gauge patty interest
1,u secret admirer reveal think u r special call opt reply reveal stop per msg recd cust care
1,double min txts month free bluetooth orange available sony nokia motorola phone call mobileupd calloptoutndx
0,ok chikku favourite song
0,alright hooked guy
