label,message
0,abt making pic bigger
1,freemsg hey darling week word back id like fun still tb ok xxx std chgs send £ rcv
1,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls£minmobsmore lkpoboxhpfl
0,purchase stuff today mail po box number
0,whats significance
0,lost kilo today
0,thank generally date brothas
0,yet id like keep touch easiest way barcelona way ru house
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
0,oh god happy see message day
1,mobile number £ claim call u back ring claim hot line
0,sday joinedso training started today
0,yesgauti sehwag odi series
0,oh ki think wi nz player unsold
0,missing toopray inshah allah
0,fucking chickened messaged would late woould buzz didnt hear word
0,wait ü inside da car park
0,well keep mind ive got enough gas one round trip barring sudden influx cash
0,still coming tonight
0,best watch say cause get drunk motherfucker
0,sound better evening im costume im sure time finish tomorrow txt end
0,going bed prin
0,poking man everyday teach canada abi saying hi
1,free camera phone linerental month cross ntwk min price txt bundle deal also avble call calloptoutj mf
0,want tel u one thing u mistake k message sent
0,enjoy watching playing football basketball anything outdoors
0,ok u take shopping u get paid
0,aight ill get fb couple minute
0,u dun say early hor u c already say
0,white fudge oreo store
1,summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop help
0,knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise
0,sfrom training manual show tech processits password reset troubleshooting
0,didnt search online let know
1,urgent mobile number awarded £ prize guaranteed call land line claim valid hr
0,whats nanny address
1,nd attempt contract u week top prize either £ cash £ prize call
0,dont know shes getting message
0,dont know oh
0,howz painit come todaydo said ystrdayice medicine
0,ü say like dat dun buy ericsson oso cannot oredi lar
0,prepare pleasured
1,review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alert reply word
0,left already orchard
0,que pas un buen tiempo something like
0,im arestaurant eating squid wanna dosomething late
0,ive got ltgt way could pick
1,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap
0,exwife able kid want kid one day
0,hope great day
0,huh slow tot u reach long ago liao u day leh
0,madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala
0,cant make tonight
0,gosh pain spose better come
0,hey cutie go wale kinda ok like hill shit still avent killed
0,hey ive booked pilate yoga lesson already haha
0,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
0,sound great home
0,ok shall talk
1,yes place town meet exciting adult single uk txt chat pmsg
0,give one miss number please
1,dear voucher holder next meal u use following link pc enjoy dining experiencehttpwwwvouchmecometlpdiningasp
0,quite ok bit ex u better go eat smth else ill feel guilty
0,sent lanre fakeyes eckankar detail mail box
1,get official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop box wwx £
0,dunno lei might b eatin wif frens ü wan eat wait ü lar
0,good evening
0,didnt see shadow get early spring yay
0,shower baby
0,ok lor thanx ü school
0,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
0,hanging brother family
0,waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
0,r u still working
0,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
1,freemsgfav xmas tonesreply real
0,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
0,he lag thats sad part keep touch thanks skype
0,r ü going send
0,okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah
0,im great aunt anniversary party tarpon spring
0,hows thing quick question
0,hiya good day spoken since weekend
0,room
0,ok ill let noe later n ask call u tmr
0,thats good let thank god please complete drug lot water beautiful day
0,oh ic thought meant mary jane
0,hello hows saturday go texting see youd decided anything tomo im trying invite anything
0,fuuuuck need stop sleepin sup
0,im lip synced shangela
0,who class
0,chance might evaporated soon violated privacy stealing phone number employer paperwork cool please contact report supervisor
0,yunny im walking citylink ü faster come hungry
0,ok omw castor
0,great hear settling well whats happenin wit ola
0,ok gentleman treat dignity respect
0,whats feathery bowa something guy dont know
0,u talking
0,stop knowing well
1,thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer service
0,please come imin towndontmatter urgoin outlrjust reallyneed docdplease dontplease dontignore mycallsu thecd isvimportant tome moro
0,alright omw gotta change order halfth
0,great trip india bring light everyone project everyone lucky see smile bye abiola
0,ok also wan watch e pm show
0,oh oh wasted den muz chiong sat n sun liao
0,ugh fuck im resubbing eve
0,u coming pick
0,leave u always ignorant
0,sweet well princess please tell like dislike bed
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win
0,ew one
0,guai ü shd haf seen he naughty ü free today go jogging
0,fine remember
0,find way didnt include detail
0,fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like hit
0,sef dey laugh meanwhile hows darling anjie
0,small problem auctionpunj asking tiwary
0,nice pub near frankie n benny near warner cinema
0,like shaking booty dance floor
0,sorry im free
0,hi peteynoim ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit j love ya amx
0,im ok part tomorrow
1,free st week entry textpod chance win gb ipod £ cash every wk txt pod tscs wwwtextpodnet custcare
0,aight latest probably closer jay tyler two trip
1,eerie nokia tone u rply tone title eg tone dracula title ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq p
0,ü still attending da talk
0,call time job today ok umma ask speed
0,wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care
0,cant see join denis mina denis want alone time
0,r outside already
1,unsubscribed service get ton sexy babe hunk straight phone go httpgotbabescouk subscription
0,gd got free ice cream oso wan
0,standing
0,know pls open back
0,yo around friend mine lookin pick later tonight
0,min later k
0,bill £ thats bad
0,u hav frnd name ashwini ur college
0,shit babe thasa bit messed upyeh shudvetold u urgran knowneway illspeak umoro wen im asleep
0,cinema plus drink appeal tomo fr thriller director like mac
0,im done studyn library
1,want new video handset anytime network min half price line rental camcorder reply call delivery tomorrow
0,yup giving problem mayb ill jus leave
0,dont quite know still cant get hold anyone cud pick bout pm see theyre pub
0,good morning princess happy new year
0,like made throw smoking friend car one time awesome
0,ryder unsoldnow gibbs
0,hi missed call mumhas beendropping red wine theplace adress
0,frens go lor alone wif mum n si lor
0,reach telling dont know
0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee
0,jay told already
0,really dude friend im afraid
1,guaranteed £ cash £ prize claim yr prize call customer service representative ampm cost p
0,well done luv ya
0,sore throat scratch talk
0,say fantastic chance anything need bigger life lift losing live think would first person die n v q
0,guess spent last night phasing fourth dimension
0,september
0,yavnt tried yet never played original either
0,full heat pa applyed oil pa
0,ay wana meet satü wkg sat
1,one registered subscriber u enter draw gb gift voucher replying enter unsubscribe text stop
0,dont forget though love walk beside watching keeping heart warm
0,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
0,santha num corrct dane
0,havent left yet probably gonna til dinner
1,urgent trying contact u today draw show £ prize guaranteed call land line claim j po boxcpm
0,superior telling friday leave department except oursso leave youany way call waheed fathima hr conform
0,two carton u pleased shelf
0,supposed couldnt make shes still town though
1,tfp
1,tried contact offer new video phone anytime network min half price rental camcorder call reply delivery wed
0,boo time u get u supposed take shopping today
0,love ya try budget money better babe gary would freak knew
0,sorry meeting ill call later
0,make happy
0,hello good week fancy drink something later
1,want new video handset time network min unlimited text camcorder reply call del sat
0,actually decided hungry havent left yet v
0,meeting ü rite ill go home lor ü dun feel like comin ok
0,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
0,u meet fren dun wan meet ah muz b guy rite
0,cool shall go see go tip anyway home got something drop later let go town tonight maybe mum take u
0,emailed yifeng part oredi ü get fr
0,life face choice toss coin becoz settle question coin air u know heart hoping gudni
0,food
0,thats bit weird even supposed happening good idea sure pub
0,sure night menu know noon menu
0,yeah sure ill leave min
0,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss call u get u get missed u marry ur lover
0,check wid corect speling ie sarcasm
0,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx
0,good afternoon love job prospect missing lazy bleak hmmm happy filled love
0,there point hangin mr right he makin u happy
0,nicenicehow working
0,ok day making dinner tonite invited
0,coming day class
0,im e person who e sm survey
0,eat shit wait ur monkey face bitch u asshole
0,cool last little getting time soon
0,fwiw reason im around time smoke gas afford around someone tell apparently happens somebody want light
0,lol real told dad cancer
0,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh
0,langport sorry ill probably bed pm suck ill xmas gosri lanka
0,nvm ok
1,congratulation ur awarded either £ cd gift voucher free entry £ weekly draw txt music tncs wwwldewcom winppmxage
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
1,win newest harry potter order phoenix book reply harry answer question chance first among reader
1,freemsg month unlimited free call activate smartcall txt call subscriptngbpwk unlimited call help stoptxt stop landlineonly
0,want go
0,haha im dinner cousin
0,sure since parent working tuesday dont really need cover story
0,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary
0,lol take member said aunt flow didnt visit month cause developed ovarian cyst bc way shrink
0,jade paul didnt u txt u remember barmed want talk u txt
1,hi customer loyalty offerthe new nokia mobile £ txtauction txt word start get tctxt tc pmtmsg
0,wah okie okie muz make use e unlimited haha
0,pity mood soany suggestion
1,thanks ringtone order reference number xyour mobile charged tone arrive please call customer service
0,meanwhile shit suite xavier decided give u ltgt second warning samantha coming playing jay guitar impress shit also dont think doug realizes dont live anymore
0,need person give na
0,ard like dat lor
0,lunchyou onlinewhy
0,pls send address sir
0,got back dislike bed
0,alright ill head minute text meet
0,kkany special today
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,hey going lo lesson gym
0,gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feel walking heaven princegn
1,freeday sexy st george day pic jordantxt pic dont miss every wk saucy celeb pic c pocketbabecouk £wk
0,gentle baby soon taking ltgt inch deep inside tight pussy
1,free msg ringtonefrom httptms widelivecomindex wmlidbaeceffffirsttruejul
0,nope im drivin neva develop da photo lei
0,im okay chasing dream whats good next
0,thats rude campus
0,yeah probably swing roommate finish girl
0,u r beautiful girl ive ever seen u r baby come c common room
0,thanx u darlinim cool thanx bday drink nite morrow take care c u soonxxx
1,ever thought living good life perfect partner txt back name age join mobile community psms
0,completed degree use joining finance
0,consider wall bunker shit important never play peaceful guess place high enough dont matter
0,probably couple hour top
0,still checked da
0,go home first lar ü wait lor put stuff first
0,yo im parent gettin cash good news picked downstem
0,funeral home audrey dad
0,ok lar u sleep early nite
0,happy birthday youdearwith lot loverakhesh nri
0,well done blimey exercise yeah kinda remember wot hmm
0,remains bro amongst bros
0,ok called mom instead fun
0,time i‘m prob
0,oh kay sat right
0,look like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer
1,u get phone wanna chat set meet call u cum moro luv jane xx calls£minmoremobsemspoboxpowa
0,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad
0,cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
0,garage key arent bookshelf
1,urgent last weekend draw show £ cash spanish holiday call claim tc rstm sw s ppm
0,shoot big load get ready
0,r u saying order slipper co pay returning
0,good hear
0,rofl betta invest anti aging product
0,yes dont care need bad princess
0,part dont initiate dont understand
0,yup
0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
1,urgent nd attempt contact uu £ call b tcsbcmwcnxx callcost ppm mobilesvary max£
1,block breaker come deluxe format new feature great graphic tmobile buy £ replying get bbdeluxe take challenge
0,nobody decide eat dad want chinese
0,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning
0,work going min
0,hidid asked waheeda fathima leave
1,themobhit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaperall free
0,ü login dat time dad fetching ü home
0,hi di yijue meeting pm esaplanade tonight
1,urgent costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins
1,dorothykiefercom bank granite issue strongbuy explosive pick member nasdaq symbol cdgt per
0,watch lor saw swatch one thk quite ok ard need nd opinion leh
0,aiyar hard type u later free tell call n scold n tell u
0,thinked first time saw class
0,jot thing want remember later
0,happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
0,plm come da way
0,oops phone died didnt even know yeah like better
0,ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lot lovejen xxx
0,love isnt decision feeling could decide love life would much simpler less magical
0,thx well month
1,hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wcnxx
0,hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya
0,chill another hr could sleep pain surgical emergency see unfolds okay
1,urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm
0,forgot working today wanna chat thing ok drop text youre free bored etc ill ring hope well nose essay xx
1,ur balance £ next question complete landmark big bob b barry c ben text b c good luck
1,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music
0,aight text tonight well see whats
0,ü noe ben going
0,dear good morning
0,bognor splendid time year
0,slow using biolas fne
0,get free call
0,tick tick tick could die loneliness know pout stomp foot need
0,ok try week end course coimbatore
0,entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went
0,come guoyang go n tell u told
1,want explicit sex sec ring cost pmin
0,ok theory test ü going book think may coz thought wanna go jiayin isnt free
0,yes one woman man please tell like dislike bed
0,ill let know kick
0,need drug anymore
1,ur awarded city break could win £ summer shopping spree every wk txt store skilgmetscswinawkage£perwksub
0,got xmas radio time get
1,account credited free text message activate txt word credit tc wwwbiz
1,freemsg claim ur sm messagestext ok nowuse webmobile ur mate etc join txtcom pwk tc box lawu remove txtx stop
0,hey galsu wanna meet dinner nìte
0,im gonna able late notice ill home week anyway plan
0,whats staff name taking class u
0,taka lor wat time u wan come n look u
0,yar else ill thk sort funny thing
0,best line said love wait till day forget u day u realize u cannot forget gn
0,err cud im going pm havent got way contact
0,cool like swimming pool jacuzzi house
0,pizza u want
0,ic lol play door sometime yo
0,sister going earn da
0,laid airtel line rest
0,armand say get as epsilon
0,good word word may leave u dismay many time
0,well imma definitely need restock thanksgiving ill let know im
0,oh well c u later
0,confirm eating esplanade
0,time coming later
0,excellent wish together right
0,new address applespairsall malarky
0,sleeping nt feeling well
1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x calls£minmobsmorelkpoboxhpfl
1,private account statement fone show unredeemed point call identifier code expires
0,well might come
0,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor
0,cant believe said many thing morning really wanted say good morning love beautiful morning see library later
0,right wasnt phoned someone number like
0,ü thk wat eat tonight
0,reach ten morning
1,£ winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe
0,haha leg neck killing amigo hoping end night burn think could swing like hour
0,project pa come
0,happen tell truth
0,actually sleeping still might u call back text gr rock si send u text wen wake
0,valentine huh proof fb page ugh im glad really didnt watch rupaul show tool
0,delhi chennai still silent
0,haha good hear im officially paid market th
0,tiime dont let hug dont break tear
0,oh ok prob
0,say happen
0,india win level series mean record
0,hi theyre keen go kind feel shouldnt go tomo dont mind
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h
0,hex place talk explain
0,id say thats good sign well know track record reading woman
0,cutest girl world
0,mmmm cant wait lick
0,wat time u finish ur lect today
0,hmm shall bring bottle wine keep u amused joking ill still bring bottle red white see tomorrow
0,u noe wat time e place dat sell close
0,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen age yeah get together sometime
0,ya ok dinner
1,lookatme thanks purchase video clip lookatme youve charged p think better send video mmsto
0,im office dawhere
0,pls need dat slowly vomit
0,rat hey u ever vote next theme
1,buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase
0,lol happens vega stay vega
0,year many mile
0,mum went dentist
1,win £ shopping spree every week starting play text store skilgme tscs winawk age £perweeksub
0,yeah think usual guy still passed last night get ahold anybody let know ill throw
0,aight tomorrow around ltgt
0,u get pic msg phone
0,tell pa pain de
0,lor
0,im ok wif co like try new thing scared u dun like mah co u said loud
1,warner village c colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offer
1,asked mobile chatlines inclu free min india cust servs sed yes ler got mega bill dont giv shit bailiff due day £ want £
0,bothering trust answer pls
0,horrible u eat mac eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat
0,replying boye changed phone number
0,reckon need town eightish walk carpark
0,ugh got outta class
0,kkhow much cost
0,went ur hon lab one
0,cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else
0,e msg jus u said thanks gift
0,kyou girl waiting reception ah
0,todaysundaysunday holidayso work
0,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday
0,yes ammaelife take lot turn sit try hold steering
0,love as enjoy doggy style
0,possible teach
0,im done
0,oh outside player allowed play know
0,ok ask abt e movie u wan ktv oso
0,thing r good thanx got exam march ive done revision fran still boyf ive gotta interviw exeter bit worriedx
0,going nothing greatbye
0,stand away doesnt heart ache without dont wonder dont crave
0,every day use sleep ltgt
0,india take lead
0,wot student discount u get book
0,know result
1,realize year well thousand old lady running around tattoo
0,ok leave need ask
0,im cant give everything want need actually could better yor ownyouve got money cant get work cant get man cant pay rent cant even fill fucking gas tank yes im stressed depressed didnt even call home thanksgiving cuz ill tell im nothing
0,im taking derek amp taylor walmart im back time youre done leave mouse desk ill text priscillas ready
0,lateso call tomorrow morningtake care sweet dreamsu meummifyingbye
0,pocked
1,congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss
0,dear reached railway happen
0,laptop noe infra slow lar wan fast one
0,one doesnt stalk profile
0,dear umma called
0,tmrw im finishing door
0,let pool money together buy bunch lotto ticket win get ltgt u get ltgt deal
0,sun anti sleep medicine
0,kent vale lor ü wait ar
0,pls come quick cant bare
0,watching tv got new job
0,day working dayexcept saturday sunday
1,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv
0,pub
0,one slice one breadstick lol
0,gift trying get throw cliff something
1,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
0,yo howz u girl never rang india l
0,alex say he ok ok
1,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
0,u fix teethif asapok take care
0,mean come chase stated watch many movie want
0,ok lar joking wif u oni
0,able anything
0,sorry got late start way
0,hmmmstill dont opener
0,love hope anything drastic dont dare sell pc phone
0,oz guy kinda flaky one friend interested picking ltgt worth tonight possible
1,cmon babe make horny turn txt fantasy babe im hot sticky need reply cost £ cancel send stop
0,take post come must text happy reading one wiv hello caroline end favourite bless
0,posible dnt live ltgt century cm frwd n thnk different
0,project w frens lor
0,took mr owl lick
0,big chic common declare
0,realise busy guy im trying bother get exam outta way try car gr day
1,santa calling would little one like call santa xmas eve call book time
0,want grasp pretty booty
1,refused loan secured unsecured cant get credit call free text back help
0,x course yr message messenger lik r sending
0,baaaaaaaabe wake miss crave need
0,dont file bagi work called mei tell find anything room
0,aww must nearly deadwell jez iscoming todo workand whilltake forever
0,po de need job aha
0,still chance search hard get itlet try
0,im sure checking happening around area
0,cha quiteamuzing thatscool babeprobpop cu satthen hunny brekkie love jen xxx psxtra lrg portion please
0,lor change suntec wat time u coming
0,g say never answer text confirmdeny
0,dled imp
0,send email mind ltgt time per night
0,thk u dun haf hint e forum already lor co told ron n darren going tell shuhui
0,cant wait see photo useful
0,hey come online use msn
0,good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea
0,yup paragon havent decided whether cut yet hee
0,sing hu think also important find someone female know place well preferably citizen also smart help navigate even thing like choosing phone plan require guidance doubt ask especially girl
0,kkits goodwhen going
0,ha ha popped loo helloed hello
0,ü still got lesson ü sch
0,tonight mate catching sleep new number way
0,dunno lei neva say
0,stop however suggest stay someone able give or every stool
0,da good good playerwhy unsold
0,looking
0,dice art class thru thanks though idea time come tomorrow
0,say hi get as back south tampa preferably kegger
0,world suffers lot violence bad people silence good people gud night
0,huh fast dat mean u havent finished painting
0,cool tyler take gonna buy drop place later tonight total order quarter got enough
0,dad went oredi
0,txting driving
0,bloody hell cant believe forgot surname mr ill give u clue spanish begin
1,congratulation week competition draw u £ prize claim call b tcsstop sm ppm
0,customer place call
1,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logopic
0,men like shorter lady gaze eye
0,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
1,mobile mths update latest orange cameravideo phone free save £s free textsweekend call text yes callback orno opt
0,suck ill go u hair youll free right
0,yes know cheesy song frosty snowman
1,ur cashbalance currently pound maximize ur cashin send go pmeg cc hgsuitelands rowwjhl
0,im cool ta luv vtired cause doin load planning wk got social service inspection nursery take care spk sn x
0,plan manage
0,aight see bit
0,u receive msg
0,aiyar dun disturb u liao thk u lot aft ur cupboard come
0,yar tot u knew dis would happen long ago already
0,charge transfer charge withdraw anyhow like
0,thought put back box
0,hows champ leaving glasgow
0,change window logoff sound
0,life style garment account please
0,teach apps da come college
0,juz remembered gotta bathe dog today
0,always make thing bigger
0,ranjith cal drpd deeraj deepak min hold
0,wishing wonderful week
1,lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap
0,went project centre
0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
0,called one pick e phone ask already said ok
0,huh mean computational science like dat one push n
0,meant apology texting get drug ltgt night
0,damn make tonight want wait til tomorrow
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win £ cash wkentp
0,fuck babe happened come never came back
0,love brother time talk english grin say hey muhommad penny say hello across sea
0,ltgt great loxahatchee xmas tree burning update totally see star
0,hi durban still number
0,yeah probably
0,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hug snogs
0,im meeting call later
0,thank youve wonderful
0,haha figure well found piece priscillas bowl
0,blanket sufficient thx
0,wake ltgt morning
0,future planned tomorrow result today best present enjoy future
0,call unable cal let meet bhaskar deep
0,u see posted facebook
0,miss vday parachute double coin u must know well
1,message brought gmw ltd connected
0,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning
0,hey project started aha da
0,oh god im gonna google nearby cliff
0,k want u come
0,thanks hope good day today
0,get dump heap mom decided come lowes boring
0,wif family booking tour package
0,jus came back fr lunch wif si u leh
0,meet corporation st outside gap … see mind working
0,good night going sleep
0,ok u enjoy ur show
0,dont know exactly could ask chechi
0,u sound like manky scouse boy stevelike travelling da bus homewot u inmind recreation dis eve
0,forgot tell ü smth ü like number section clearer
0,ü predict wat time üll finish buying
0,see half hour
1,dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g
0,babe im back come back
0,happen
0,fran decided go n e way im completely broke knackered got bout c u mrw love janx p dad fone credit
0,ki didt see youkwhere
0,k actually guy meet sunoco howard right way
0,nothing getting msg dis name wit different no
0,babe hope ok shit night sleep fell asleep im knackered im dreading work tonight thou upto tonight x
0,sir receive account another hr time sorry delay
0,hi roger cl
1,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd p optout txt stop reply date
0,mm time dont like fun
0,er mw im filled tuth aight
0,r u sure theyll understand wine good idea slurp
1,ou guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
1,girl many local u r virgin r ready fil ur every sexual need u fil text cute £p
1,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
0,ya one slow poo
0,u hiding stranger
0,k must book huh going yoga basic sunday
0,pen thing beyond joke wont biro dont master cant ever
0,true easier
0,buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake
0,wherres boytoy
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
0,know ltgt ill around
1,hi ya babe x u goten bout scammer getting smartthough regular vodafone respond get prem rate msgsubscription no used also beware
0,holy living christ taking long
0,come home dont want u miserable
0,i‘ve got salt rub open wound like
0,total video converter free download type google search
1,cash prize claim call tc rstm sw s ppm
0,people tour thought sofa thing sent curious sugar
0,omg want scream weighed lost weight woohoo
0,guess useless calling u something important
0,much cost approx per month
1,gsoh good spam ladiesu could b male gigolo join uk fastest growing men club reply oncall mjzgroup stop reply stop msg£rcvd
0,cps causing outage conserve energy
0,velly good yes please
1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min txt orange call mobileupd calloptoutqf
0,ok lor msg b u call
0,camera quite good mega pixel optical digital doom lovely holiday safe hope hav good journey happy new year see couple week
0,yep fine ice age
0,number vivek
0,lol grr mom taking forever prescription pharmacy like minute away ugh
0,time come tomorrow
0,mum say wan go go shun bian watch da glass exhibition
0,put sign choose number pin show right
0,weightloss girl friend make load money ebay something give thanks god
0,going thru different feelingwavering decision coping individualtime heal everything believe
0,picked receipt something earlier
0,hey r ü still online ive finished formatting
0,seen who back holby
0,got room soon … hadnt put clock back til shouted everyone get realised wahay another hour bed
0,cant describe lucky im actually awake noon
1,ringtoneking
0,sister cleared two round birla soft yesterday
0,home always chat
0,alright set text man
0,night night see tomorrow
0,ltgt thats guess thats easy enough
0,aight well keep informed
1,would like see xxx pic hot nearly banned uk
0,sthis increase chance winning
0,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward cin u mrw luv jaz
0,miss ya need ya want ya love ya
1,bu voucher wc marsms log onto wwwbutelecom discount credit opt reply stop customer care call
0,ü dun need pick ur gf
1,join uk horniest dogging service u sex nite sign follow instruction txt entry nytecalpmsgp
1,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
0,datoday also forgot
0,nokia phone lovly
0,pain couldnt come worse time
0,yesterday going home
0,much u trying get
0,ive barred b q store lifethis twat orange dungerees came asked wanted decking got first punch
0,going ride bike
0,ya cant display internal sub gotta extract
0,see christmassy
0,emigrated something ok maybe bit hopeful
0,ok im waliking ard u wan buy anything go ur house
0,thought didnt see
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
0,staying town
0,neither sterm voice im studying fine sure thing resolved tho anyway fab hols
0,seeking lady street freak sheet
0,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday
0,u love someone dont make love u much u love much dont want loved anyone except gud nit
0,dunno wat get
0,sorry light turned green meant another friend wanted ltgt worth may around
1,congratulation youve youre winner august £ prize draw call prize code
0,alright see bit
0,im inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insect molestedsomeone plumbingremixed evil men acid
0,come round
0,ok wont call disturb one know avoiding burden
1,call listen extreme dirty live chat going office right total privacy one know sic listening p min mp
0,record one night
1,congratulation ur awarded either yr supply cd virgin record mystery gift guaranteed call tscs wwwsmsconet £pm approx min
0,lol boo hoping laugh
0,hope feeling great pls fill abiola
0,buy
0,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
0,hello r u im bored inever thought id get bored tv tell something exciting happened anything
0,oh forwarded message thought send
0,come aftr ltdecimalgt cleaning house
0,still game
0,management puzzeles
1,credit topped httpwwwbubbletextcom renewal pin tgxxrz
0,think mentor percent sure
0,apo mokka player
0,hurry home soup done
0,telly brdget jones
1,unique enough find th august wwwareyouuniquecouk
0,hello love get interview today happy good boy think meare missing
0,ok bag
0,ok feel like john lennon
0,aiyah e rain like quite big leh drizzling least run home
0,bull plan go floating ikea without care world live mess another day
1,urgent please call abta complimentary spanish holiday £ cash await collection sae tc box po ez ppm
0,made payment dont much sorry would want fedex way
0,didnt holla
1,free top polyphonic tone call national rate get toppoly tune sent every week text subpoly £ per pole unsub
